08/09/18	1:08 am	shobhit	ok
08/09/18	1:08 am	psit shivam tripathi	iss bar bdhiya wale pehle karenge
08/09/18	1:08 am	psit shivam tripathi	tum bhi padh ke dekho 5th
08/09/18	1:09 am	psit shivam tripathi	achha lagega
08/09/18	1:09 am	shobhit	bad shuffle
08/09/18	1:09 am	psit shivam tripathi	ha
08/09/18	1:09 am	shobhit	ok
08/09/18	1:16 am	shobhit	kahh kya rha h question me
08/09/18	1:17 am	psit shivam tripathi	ek hi input hai
08/09/18	1:17 am	psit shivam tripathi	ek hi number
08/09/18	1:17 am	psit shivam tripathi	aur 2 permutations print karne hai
08/09/18	1:17 am	psit shivam tripathi	ek jiski probability max hai
08/09/18	1:17 am	psit shivam tripathi	ek jiski min hai
08/09/18	1:17 am	shobhit	probability
08/09/18	1:18 am	psit shivam tripathi	maine abhi yeh banaya samajhne ke liye
08/09/18	1:18 am	shobhit	ok
08/09/18	1:18 am	shobhit	very good boy
08/09/18	1:18 am	psit shivam tripathi	bada hi ajeeb sawaal hai
08/09/18	1:19 am	psit shivam tripathi	lekin 20 marks mil jayenge
08/09/18	1:19 am	shobhit	ha
08/09/18	1:19 am	psit shivam tripathi	n ki 7 value tak chala denge
08/09/18	1:19 am	shobhit	mtlb
08/09/18	1:19 am	shobhit	acha ha smj gy
08/09/18	1:19 am	shobhit	ha smj gu
08/09/18	1:28 am	shobhit	bhai do use hogi
08/09/18	1:28 am	shobhit	matrix banegi n n ki
08/09/18	1:28 am	shobhit	dp
08/09/18	1:28 am	psit shivam tripathi	yes
08/09/18	1:29 am	psit shivam tripathi	aise hi hona chahiye
08/09/18	1:29 am	psit shivam tripathi	achha idea diya tumne
08/09/18	1:29 am	psit shivam tripathi	abhi tak ham jugaad laga rhe the
08/09/18	1:29 am	shobhit	chahiye chahiye
08/09/18	1:29 am	shobhit	kya chahiye
08/09/18	1:29 am	shobhit	thanks
08/09/18	1:29 am	psit shivam tripathi	webtech wala bolta hai na
08/09/18	1:30 am	psit shivam tripathi	chahiye chahiye
08/09/18	1:30 am	shobhit	ha
08/09/18	1:30 am	shobhit	but mujhe dp nhi aati ache se
08/09/18	1:30 am	psit shivam tripathi	mujhe bhi
08/09/18	1:30 am	psit shivam tripathi	seekh lenge
08/09/18	1:30 am	psit shivam tripathi	10 din hai
08/09/18	1:30 am	shobhit	to ab sikhte h pahile
08/09/18	1:30 am	psit shivam tripathi	isi liye diye hai
08/09/18	1:31 am	shobhit	badiya saval h
08/09/18	1:31 am	psit shivam tripathi	ok
09/09/18	1:25 am	shobhit	hua vo
09/09/18	1:25 am	psit shivam tripathi	kaun sa
09/09/18	1:25 am	shobhit	4
09/09/18	1:25 am	shobhit	kr rhe te na
09/09/18	1:25 am	psit shivam tripathi	partially accept hua
09/09/18	1:25 am	psit shivam tripathi	20 marks
09/09/18	1:25 am	shobhit	dp
09/09/18	1:26 am	psit shivam tripathi	no dp
09/09/18	1:26 am	shobhit	ok
09/09/18	1:26 am	psit shivam tripathi	rishabh nishad ne kar liya hai full
09/09/18	1:26 am	psit shivam tripathi	voh bata rhaa
09/09/18	1:26 am	psit shivam tripathi	sirf basic logic hai
09/09/18	1:26 am	psit shivam tripathi	pattern samajh ke ho jayega
09/09/18	1:26 am	shobhit	acha
09/09/18	1:26 am	psit shivam tripathi	bahut easy hai
09/09/18	1:26 am	psit shivam tripathi	toh ham vahi dhundhne me lage hai pattern
09/09/18	9:19 am	psit shivam tripathi	this message was deleted
09/09/18	9:20 am	shobhit	4 chall gy
09/09/18	9:21 am	shobhit	mhnti ladke ho tum
09/09/18	9:21 am	psit shivam tripathi	2 chale hai baaki 2 partial
09/09/18	9:21 am	shobhit	oh
09/09/18	9:21 am	shobhit	badiga
09/09/18	9:21 am	psit shivam tripathi	8 din hai abhi
09/09/18	9:21 am	shobhit	bdiya
09/09/18	9:22 am	shobhit	are
09/09/18	9:45 am	shobhit	2 vale dakho
09/09/18	9:48 am	psit shivam tripathi	pehli condition likhne ki jaroorat nhi
09/09/18	9:48 am	psit shivam tripathi	n x m y hamesha 1 hai
09/09/18	9:48 am	psit shivam tripathi	anyways
09/09/18	9:48 am	psit shivam tripathi	no problme
09/09/18	9:48 am	psit shivam tripathi	in that
09/09/18	9:48 am	shobhit	chall nhi rha
09/09/18	9:48 am	shobhit	wa
09/09/18	9:49 am	shobhit	apne me chall rha ha
09/09/18	9:49 am	psit shivam tripathi	yeh na bola karo yaar
09/09/18	9:49 am	psit shivam tripathi	ki mere me chal rhaa
09/09/18	9:49 am	psit shivam tripathi	codechef nahi le raha
09/09/18	9:49 am	shobhit	are mtlb koi equalty type kutch galti h
09/09/18	9:49 am	psit shivam tripathi	tumhari conditions sahi hai last wali
09/09/18	9:50 am	shobhit	vo dakh kr batao
09/09/18	9:50 am	psit shivam tripathi	line 15 26 check kar lo
09/09/18	9:50 am	psit shivam tripathi	baaki sahi hai
09/09/18	9:50 am	shobhit	ha vahi galt hogi
09/09/18	9:52 am	psit shivam tripathi	check kro
09/09/18	9:52 am	psit shivam tripathi	aise galti samajh nahi aayegi
09/09/18	9:52 am	psit shivam tripathi	mujhe
09/09/18	10:02 am	shobhit	aaisa kaisa kb hota h
09/09/18	10:02 am	psit shivam tripathi	gazab launde ho yaar tum
09/09/18	10:03 am	psit shivam tripathi	aage wala chala diye
09/09/18	10:03 am	psit shivam tripathi	pehle wala reh gaya
09/09/18	10:03 am	shobhit	vahi
09/09/18	10:03 am	shobhit	pta nhi
09/09/18	10:05 am	shobhit	equal rahh gy ta
09/09/18	10:05 am	psit shivam tripathi	yeh baat
09/09/18	10:06 am	shobhit	you deleted this message
09/09/18	10:06 am	shobhit	america me h
09/09/18	10:06 am	psit shivam tripathi	psit me ho
09/09/18	10:06 am	psit shivam tripathi	ghar ki hai
09/09/18	10:07 am	shobhit	ha
09/09/18	10:07 am	psit shivam tripathi	2 saal baad
09/09/18	10:07 am	psit shivam tripathi	infosys ki aayegi
09/09/18	10:07 am	shobhit	ye dakh kr kussi hoti h correct answer
09/09/18	10:07 am	shobhit	janna hi nhi h usme
09/09/18	10:08 am	psit shivam tripathi	good
09/09/18	10:29 pm	shobhit	4 me kya kiya h
09/09/18	10:31 pm	shobhit	batao
09/09/18	10:31 pm	psit shivam tripathi	try karo
09/09/18	10:31 pm	psit shivam tripathi	phir kal batayenge class me
09/09/18	10:31 pm	shobhit	are
10/09/18	10:15 pm	shobhit	piche dakho kon h
10/09/18	10:15 pm	psit shivam tripathi	kaun hai
10/09/18	10:15 pm	psit shivam tripathi	sonam toh nahi khadi
10/09/18	10:16 pm	shobhit	dinbhar whatap me jute rahite ho
10/09/18	10:16 pm	shobhit	koi mill gai h kya
10/09/18	10:16 pm	psit shivam tripathi	nopes bro
10/09/18	10:16 pm	psit shivam tripathi	live single
10/09/18	10:16 pm	psit shivam tripathi	build career
10/09/18	10:16 pm	psit shivam tripathi	live happy
10/09/18	10:17 pm	shobhit	cycle ka
10/09/18	10:17 pm	psit shivam tripathi	patao ladki in colleg
10/09/18	10:17 pm	psit shivam tripathi	baitho 25000 kamaye infosys me
10/09/18	10:17 pm	psit shivam tripathi	growth kahne ki baat hai
10/09/18	10:17 pm	psit shivam tripathi	isse achha
10/09/18	10:17 pm	shobhit	ab hui motivational bate
10/09/18	10:17 pm	psit shivam tripathi	live single
10/09/18	10:18 pm	psit shivam tripathi	baad me ladki chhod ke chali jjayegi
